"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"18211",3e+05,"1","1","2",34,0,0,0,0,0,0,271928,274915,279570,241030,228125,215438,10230,9483,8172,8081,7707,7981,"1"
"18212",90000,"2","2","2",30,0,0,0,0,2,2,75382,73980,75036,77094,75708,76610,3350,3300,5500,1600,3950,0,"1"
"18213",480000,"1","1","1",44,0,0,0,0,0,0,350110,316685,312615,316685,302248,311651,14082,15023,15098,10008,15045,20164,"0"
"18214",260000,"2","2","1",41,0,0,0,0,2,0,195465,199338,203651,223837,218383,222960,8400,8800,25000,0,8000,21000,"0"
"18215",2e+05,"2","2","1",34,-1,0,0,0,0,0,7271,9133,10972,12757,13069,13334,2000,2000,2003,1008,2029,1000,"0"
"18216",260000,"1","2","1",62,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,780,390,390,390,390,"0"
"18217",460000,"2","1","2",39,0,0,0,0,0,0,51041.1217259652,93634,111899,199682,177073,175979,6000,20000,90000,9000,10000,10000,"0"
"18218",140000,"2","1","3",48,1,-1,-1,-1,-1,-1,0,780,1176,0,780,642,780,1176,0,780,642,5235.93435669562,"0"
"18219",50000,"2","2","2",44,0,0,0,0,-1,-1,49006,49139,47608,3990,390,0,2000,1000,3600,390,0,4870,"0"
"18220",5e+05,"2","1","1",45,0,0,0,0,0,0,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,"0"
"18221",50000,"1","2","1",44,1,2,2,2,0,0,38671,36772,33101,28192,22676,14647,2300,1700,0,517,503,585,"0"
"18222",50000,"2","3","2",31,0,0,0,0,0,-1,41124,38634,75580,17014,-1963,7671,1750,3016,1000,0,10400,5000,"0"
"18223",5e+05,"1","1","1",41,0,0,0,0,0,0,505128,500867,489856,356583,289398,274590,19295,18694,12271,9699,9420,8818,"0"
"18224",5e+05,"2","2","1",40,-2,-2,-2,-2,-1,0,240927,18676,9390,-3772,282777,288937,1093,9429,3423,291227,9011,9030,"0"
"18225",20000,"2","2","2",23,0,0,2,0,0,0,15675,17462,16895,17470,7500,7500,4492,0,1000,150,0,0,"0"
"18226",20000,"1","2","2",25,0,0,2,2,2,0,14193,16489,15936,18015,17431,18000,2850,0,2355,0,1000,900,"1"
"18227",20000,"2","1","2",26,-1,-1,-1,-1,-1,0,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,"0"
"18228",20000,"2","1","2",21,0,0,-1,-1,-1,0,2798,3214,647,43048.5446433073,7273,6490,2000,647,489,7273,130,0,"0"
"18229",280000,"2","1","2",28,0,2,0,-1,-1,2,5432,2146,1688,1226,6394,1626,0,1688,1226,7000,0,3146,"0"
"18230",50000,"2","2","1",27,0,0,0,0,0,0,50544,50792,50480,50372,50993,7957,2300,2000,2000,2500,289,1000,"0"
"18231",20000,"2","1","2",22,0,0,2,-1,0,0,14028,16484,15800,16341,16675,0,3000,0,16741,334,0,0,"1"
"18232",5e+05,"2","1","2",34,-1,-1,-1,-1,0,-1,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390,"0"
"18233",166701.872916456,"2","2","2",22,0,0,0,0,0,-1,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800,"1"
"18234",2e+05,"2","1","2",32,-1,-1,-1,-1,-1,-1,326,6914,2343,23834,11000,1315,6914,2343,23834,11000,1315,1934,"1"
"18235",230000,"1","2","2",27,-1,-1,-1,-1,-1,-1,396,396,396,396,396,546,396,396,396,396,546,396,"0"
"18236",220000,"1","1","1",45,-1,-1,-1,-1,-1,-1,3455,11997,5874,416,416,416,12001,5874,416,416,416,416,"0"
"18237",10000,"1","2","1",40,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,"1"
"18238",180000,"2","1","2",30,0,0,0,0,0,0,173094,131039,132269,144990,152632,155935,7000,4900,15000,10000,6000,6500,"0"
"18239",190000,"1","1","1",45,0,0,0,0,0,0,181814,172493,166982,155621,142439,133742,7035,6000,6000,10000,5000,5000,"0"
"18240",20000,"2","2","2",23,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,"0"
"18241",80000,"2","1","1",35,-1,-1,-2,-2,-1,-1,1000,0,0,0,490,707,0,0,0,490,707,450,"1"
"18242",320000,"1","2","2",35,0,0,0,0,0,0,12233,16490,20011,17918,18627,38798.6761096804,7000,4100,1000,1000,1000,1000,"0"
"18243",60000,"1","1","2",26,-1,-1,0,0,0,0,1870,32603,32432,27976,25862,24571,32607,2119,3008,1006,1042,1001,"0"
"18244",30000,"2","2","3",54,1,-2,-2,-2,-1,0,0,0,0,0,20363,20819,0,0,0,20363,784,4000,"0"
"18245",2e+05,"2","3","1",38,0,0,0,-1,-1,2,60473,151786,109495,13785,22173,10482,101796,29894,13943,21865,0,26218,"0"
"18246",30000,"1","3","1",53,1,2,2,2,2,2,18361,20250,19637,21705,21059,23716,2500,0,2403,0,3000,0,"1"
"18247",50000,"1","1","2",46,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,0,0,0,"0"
"18248",110000,"2","1","2",31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"18249",280000,"1","2","1",35,0,0,0,0,0,0,278948,278433,277620,275495,270350,260554,10609,10470,10002,9948,9475,9239,"0"
"18250",80000,"2","3","1",26,0,0,0,0,0,0,46802,33357,32883,29425,30117,30492,1903,1397,5000,1300,1400,1300,"0"
"18251",50000,"2","2","2",22,0,0,0,0,0,0,18293,19301,20338,22486,22932,23413,5495.85623358254,1352,2500,820,850,855,"0"
"18252",50000,"2","3","2",22,0,0,0,2,2,0,46476,47703,51922,51563,50677,48556,2000,5000,1200,0,1853,0,"0"
"18253",140000,"1","2","1",29,-1,-1,-1,0,0,-2,3300,1300,3074,594,0,0,1300,3668,0,0,0,0,"1"
"18254",150000,"2","1","2",28,0,0,0,0,0,0,12799,13726,14648,12115,12613,15225,1600,1500,1600,1000,3000,2200,"0"
"18255",240000,"2","2","1",42,-1,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,7500,1323,329,9228,7776,4828.11669441501,635,"0"
"18256",20000,"1","2","2",39,0,0,0,0,0,0,19592,19401,19979,20107,19472,19719,1334,1302,694,707,835,772,"0"
"18257",70000,"1","1","2",26,0,0,0,-1,0,0,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672,"0"
"18258",60000,"2","2","2",35.4763469119579,1,2,-1,0,0,0,9491,9094,43457,34481,28695,26040,0,43460,1700,1100,1000,1000,"0"
"18259",180000,"2","1","2",35.4763469119579,0,0,0,0,0,0,101489,78738,78639,44295,44113,37805,10006,8000,1610,10000,1333,8818,"0"
"18260",330000,"2","1","2",28,0,0,0,0,0,0,32316,33705,28743,28217,25432,19938,2000,2000,2000,4796.35716810584,687,812,"0"
"18261",50000,"2","3","2",23,-2,-2,-2,-2,-2,-2,8647,4872,-5,2809,0,0,4890,0,2814,0,0,0,"0"
"18262",80000,"2","2","2",24,2,0,0,0,0,0,79243,75254,58683,58886,60035,57264,3249,3000,5000,2500,2300,2200,"0"
"18263",30000,"1","3","2",39,0,0,0,0,0,0,10178,14491,15504,15812,16143,16606,4491,1257,565,585,730,1000,"1"
"18264",240000,"1","2","1",30,0,0,0,0,0,0,227675,181461,186160,191355,192406,190086,10003,10009,10014,8500,10000,8000,"0"
"18265",180000,"2","1","2",33,0,0,0,-1,-1,-1,51041.1217259652,39451,20027,15000,14958,-42,9024,1104,15000,14958,0,0,"0"
"18266",90000,"2","1","2",24,0,0,0,0,0,0,13141,14526,15482,18219,22737,23387,1600,1500,3000,5000,1020,764,"1"
"18267",80000,"1","4","2",27,-2,-2,-2,-2,-2,-2,46089,4840,0,0,0,0,4840,0,0,0,0,0,"0"
"18268",220000,"1","1","2",30,2,0,0,0,0,0,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,5000,"0"
"18269",160000,"2","2","1",26,1,2,0,0,0,2,46835,45781,47040,47807,50711,40166,0,2000,1700,3550,0,2000,"0"
"18270",120000,"1","2","2",30,2,2,2,2,2,2,69443,70896,72381,70629,74827,76470,3200,3200,0,6000,3000,3000,"0"
"18271",250000,"2","1","2",30,-1,0,0,0,0,-1,18751,21550,23932,37329,26339,4836,5000,3500,15054,7885,4836,9655,"0"
"18272",330000,"2","3","2",29,0,0,0,0,0,0,311577,319838,303679,271773,198604,149923,13110,10691,10373,7901,5328,5061,"0"
"18273",310000,"1","2","2",35,0,0,0,0,0,0,124617,126982,125072,126416,132772,137519,6015,5006,5006,10004,8007,5017,"0"
"18274",360000,"1","3","2",29,1,-2,-2,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"18275",310000,"2","1","2",44,-1,-1,-1,0,0,-1,11983,7759,16799,32372,6680,4732,7797,16818,20313,1006,4739,6615,"0"
"18276",90000,"2","1","2",32,0,-1,-2,-1,-1,-1,7563,-12,-12,3230,387,1642,0,0,3242,387,1642,0,"0"
"18277",70000,"2","2","2",34,0,0,0,0,0,0,62694,63995,66446,67786,69686,70500,1818,3000,5208.03380836871,2458,1900,0,"0"
"18278",20000,"1","3","1",52,1,2,2,-2,-2,-2,10474,10000,0,0,0,0,0,0,0,0,0,0,"1"
"18279",150000,"1","3","2",31,-2,-2,-2,-1,-1,-2,31991,18322,11429,3714,0,0,18696,11629,3814,0,0,0,"0"
"18280",80000,"1","1","2",35,0,0,0,0,0,0,52132,52568,54108,55310,48198,43536,3000,3000,3000,2000,2000,2000,"0"
"18281",220000,"1","2","1",48,-1,-1,-1,-1,-1,-1,61614,45669,11086,4564,6549,6413,45889,11134,4578,6593,6440,12249,"0"
"18282",150000,"2","3","2",23,0,0,0,0,0,0,6319,8190,6686,7686,4526,65839,2000,1000,1000,0,63300,11632,"0"
"18283",30000,"2","2","2",33,0,0,0,0,0,0,30336,29965,28048,29775,27736,26956,3005,2000,3000,3000,2000,2000,"0"
"18284",50000,"2","3","1",48,0,0,0,0,0,0,4064,5987,7719,8588,9291,11127,2000,2000,1000,1000,2000,2000,"0"
"18285",50000,"2","2","1",45,0,0,0,0,0,0,48153,49073,12630,9215,9215,8011,2000,2022,2000,0,1000,1904,"0"
"18286",130000,"2","2","2",29,0,0,0,0,0,0,131575,130931,132969,45584,46516,47455,6700,6000,1291,1319,1336,1365,"0"
"18287",50000,"2","2","1",38,0,0,2,0,0,0,20838,23204,22538,22864,23495,38798.6761096804,3000,0,1000,1000,1000,1000,"1"
"18288",50000,"1","2","2",49,1,2,0,0,0,0,47360,45915,46686,47084,14253,15479,0,2200,2000,1000,2000,2000,"0"
"18289",290000,"2","2","2",34,0,0,0,0,0,0,25530,37737,29636,24104,33814,32530,15035,1539,1290,10000,5000,3000,"0"
"18290",150000,"2","1","2",28,0,0,0,0,0,0,82559,84681,87308,89316,91458,89063,3500,4000,3500,3500,3500,3500,"0"
"18291",50000,"2","2","1",50,0,0,0,0,0,0,8925,9208,10238,10700,10762,11587,1200,1200,1000,4796.35716810584,1000,1000,"0"
"18292",30000,"2","3","2",47,0,0,0,0,0,0,25262,24365,5160,6160,5780,4790,1518,1000,1000,0,1000,0,"0"
"18293",20000,"2","2","1",42,2,0,0,0,0,0,12426,13143,14152,14435,14802,15256,5495.85623358254,1234,517,600,700,710,"1"
"18294",390000,"2","1","2",53,0,0,0,0,0,0,30400,34756,29530,27620,32364,34041,5000,5000,5000,5000,5000,1161,"0"
"18295",50000,"1","3","1",44,0,0,2,0,0,0,5789,46897,43134,12909,8797,9934,43134,0,1219,257,2000,2000,"0"
"18296",290000,"1","1","1",43,0,0,0,0,0,0,294475,295310,290951,237255,241778,236917,12021,11212,8503,9047,9003,10014,"0"
"18297",60000,"2","2","1",25,0,0,0,0,0,0,20636,21367,22334,22426,22240,25378,1369,1336,927,801,4000,5000,"1"
"18298",260000,"1","1","2",35,1,2,0,0,2,0,149124,145333,148332,160810,155683,158771,0,6910,16502,0,5847,5873,"1"
"18299",2e+05,"1","1","2",31,0,-1,-1,0,0,0,9080,14280,13918,22836,20105,4415,14280,13918,12836,8000,1000,0,"0"
"18300",210000,"2","2","1",48,-1,-1,-1,-1,-1,-1,1417,-3,355,12816,0,102,0,358,12816,0,102,210,"0"
"18301",230000,"2","1","2",30,-2,-2,-2,-2,-2,-2,0,0,846,846,0,846,0,846,846,0,846,500,"0"
"18302",70000,"2","2","2",23,0,0,0,0,0,0,4753,5843,6720,8171,7127,9044,1172,1049,1500,500,2000,3000,"0"
"18303",390000,"2","1","1",41,0,0,2,0,0,-2,48378,52279,51176,52286,0,0,4705,0,2712,0,0,0,"0"
"18304",50000,"2","2","1",31,0,0,0,0,0,0,46993,48208,49598,46363,9283,9632,2000,2200,1150,500,500,393,"1"
"18305",5e+05,"2","2","1",38,0,-1,0,0,-1,0,2343,4666,3492,3008,16871,19188,4695,2506,2015,16883,5013,8031,"0"
"18306",60000,"2","3","1",42,-1,-1,2,0,-1,-1,1570,21835,20680,390,390,14290,20680,0,0,390,14290,2892,"1"
"18307",50000,"1","2","2",38,0,0,0,0,0,0,51041.1217259652,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,"0"
"18308",3e+05,"2","2","1",38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"18309",150000,"2","2","2",38,-1,-1,-2,-2,-2,-2,1242,0,0,0,0,0,0,0,0,0,0,0,"0"
"18310",5e+05,"1","2","1",38,0,0,0,-1,0,0,59372,49677,49515,42568,48268,51481,10026,7241,50091,25000,5078,2132,"0"
"18311",160000,"1","3","1",46,2,2,0,0,0,0,168501,160421,157661,73322,57835,41842,0,6322,2275,2343,3069,77005,"0"
"18312",10000,"2","2","2",32,0,0,0,0,0,0,8509,9228,9821,9495,9469,10191,1400,1300,350,500,1650,0,"0"
"18313",110000,"2","2","2",42,0,0,0,0,0,0,106478,107517,103609,79421,78286,65875,3951,4276,2666,2811,2500,465,"0"
"18314",230000,"2","2","1",43,0,0,0,0,0,0,7806,8392,8967,8729,10816,15893,1295,1300,468,2816,5893,5977,"0"
"18315",90000,"1","2","2",38,0,0,0,0,0,0,17621,18718,19809,20874,21228,21736,1700,1700,1700,1000,1000,1000,"0"
"18316",1e+05,"1","1","1",60,1,3,2,0,0,-1,8311,8031,5790,3860,2599,2712,0,0,0,0,2712,0,"0"
"18317",30000,"2","2","1",29,0,0,0,0,0,0,15455,6570,11000,12460,28778,24244,2000,5000,2000,17000,1500,2000,"0"
"18318",330000,"1","1","1",40,0,0,0,0,0,0,309055,314927,322077,166654,170008,174723,12500,13306,6000,6000,7333,8000,"0"
"18319",220000,"2","1","1",36,0,0,0,0,0,0,215979,210475,216513,196219,200117,204312,7800,9639,7123,7162,7419,7462,"0"
"18320",150000,"2","2","2",29,0,0,0,0,0,0,84357,86398,64763,66093,62568,63828,2841,3000,1839,1773,1792,1846,"0"
"18321",150000,"2","2","1",35,0,0,0,0,0,0,102007,93116,84302,74986,67369,60434,5000,5045,2563,3006,3000,2218,"1"
"18322",240000,"2","1","2",29,-1,-1,-1,-1,-1,-1,1356,326,326,326,476,326,326,326,326,476,326,3926,"0"
"18323",30000,"2","3","1",41,1,2,0,0,0,0,28041,23367,22843,23044,25082,25648,13,2003,2008,5000,1005,3016,"0"
"18324",150000,"1","2","2",28,0,0,0,-2,-2,-2,157051,161665,0,0,0,0,8566,1500,0,0,0,0,"0"
"18325",210000,"1","1","2",30,-1,-1,-1,-1,0,0,4830,0,1000,15385,20302,25112,0,1000,15385,5302,5112,4213,"0"
"18326",1e+05,"1","2","2",25,2,0,0,-2,-2,-1,97614,50976,-212,-212,-212,138,3000,0,0,0,500,500,"1"
"18327",180000,"2","2","2",31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1576,"0"
"18328",170000,"2","1","1",44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"18329",2e+05,"2","1","1",46,-1,-1,-1,-1,-1,-1,10687,18021,3275,5430,6683,7790,18031,3275,5430,6871,7790,8901,"0"
"18330",240000,"2","2","2",39,1,2,0,0,0,0,228610,182982,150022,151787,154922,159113,0,7000,5000,5000,6000,6000,"0"
"18331",220000,"2","3","1",51,0,0,0,0,0,0,44076,40353,36314,32320,27803,25370,2000,1600,1600,1000,3000,1000,"0"
"18332",1e+05,"2","3","1",41,0,0,0,0,0,0,70202,70978,70814,69786,68116,62652,2548,2687,2997,2147,2369,2434,"0"
"18333",220000,"2","1","1",38,0,0,0,0,0,0,4438,7211,9948,10528,12412,13745,3000,3000,1000,2000,1500,0,"0"
"18334",480000,"1","2","1",30,-1,-1,-1,-1,-1,-1,1309,662,645,32636,27552,1428,668,645,32641,27552,1428,11822,"0"
"18335",370000,"2","1","1",42,0,0,0,0,0,0,291006,271452,256269,200761,125646,111185,12100,11295,8300,5000,4600,10000,"0"
"18336",10000,"1","2","2",30,0,-1,0,-1,-1,-1,1473,3236,4790,390,0,780,5495.85623358254,2000,390,0,780,0,"1"
"18337",280000,"1","2","1",36,0,0,-2,-2,-2,-2,143650,0,0,0,0,0,0,0,0,0,0,0,"0"
"18338",110000,"2","3","1",27,0,0,0,0,0,0,61152,60833,61245,47316,47175,47141,2326,3000,1807,1698,1911,1808,"0"
"18339",240000,"1","1","1",60,2,0,0,0,0,0,184427,188583,191992,185383,179565,92788,7001,6180,6000,5951,5285,192557,"1"
"18340",80000,"2","2","2",28,0,0,0,2,2,2,44739,46708,49611,50496,51543,50563,3000,4000,2000,2000,0,5000,"0"
"18341",2e+05,"2","2","2",31,0,0,0,0,-2,-2,8350,4750,5134,245,56,167,2001,1001,501,201,501,501,"0"
"18342",90000,"2","1","2",23,-1,-1,-1,0,0,0,5802,4657,10967,14644,12467,4155,4657,10967,5208.03380836871,249,0,0,"0"
"18343",80000,"2","1","2",27,-1,-1,-1,0,-1,-1,3199,1205,917,917,702,3099,1325,917,0,702,3099,0,"0"
"18344",2e+05,"2","1","2",29,-1,-1,-1,0,0,-1,2116,0,9781,29313,49113,732,0,9781,20000,20000,732,1005,"0"
"18345",1e+05,"1","2","2",28,0,0,0,0,0,0,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,"0"
"18346",280000,"2","3","1",35.4763469119579,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,5235.93435669562,"0"
"18347",30000,"2","1","2",24,-1,0,0,0,0,0,1991,2621,4211,4709,4805,2848,2000,2000,1000,96,0,3000,"0"
"18348",420000,"2","2","1",46,0,0,0,0,0,0,347531,345620,344364,202241,196082,189064,13503,15031,7011,7010,7013,7015,"0"
"18349",20000,"2","3","1",39,2,3,2,2,3,2,15307,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000,"1"
"18350",130000,"2","3","1",23,0,0,0,0,0,0,109592,113508,115633,96898,46425,0,5733,5659,4680,2325,0,0,"0"
"18351",160000,"1","2","1",46,0,0,0,0,0,0,116988,114956,114531,106467,106967,109245,4200,5555,4000,4000,4000,4200,"0"
"18352",190000,"2","2","1",35,0,0,0,0,0,0,189420,192058,185995,188649,190700,185912,8900,6700,6699,7400,6900,7400,"0"
"18353",4e+05,"2","3","1",42,-1,-1,-1,-1,-1,-1,10132,16932,13088,28540,11860,3978,16932,13088,28540,11860,3978,2390,"0"
"18354",130000,"1","1","1",45,2,0,0,2,2,2,53709,55244,58716,57174,61240,61284,3000,5000,0,5000,1200,3000,"1"
"18355",30000,"1","3","3",52,1,2,2,3,2,2,23819,23144,28066,27321,27571,29300,0,5637,0,1000,2332,0,"1"
"18356",320000,"1","1","1",43,-1,-1,-1,0,0,-1,3274,86251,14857,12157,8690,4166,86682,14871,260,43,4186,904,"1"
"18357",3e+05,"2","1","1",26,-1,-1,0,0,-1,-1,1946,2612,3408,1908,1108,530,2612,1914,0,1108,530,100,"1"
"18358",130000,"2","1","2",29,-1,-1,-1,0,0,0,790,390,99235,98080,97224,97940,390,99235,4368,3449,3713,3610,"0"
"18359",230000,"1","1","1",39,-1,-1,-1,-1,-1,0,1319,770,3465,0,486,634,770,3465,0,486,634,0,"1"
"18360",2e+05,"1","1","2",28,0,0,0,0,0,2,42215,44597,51023,56627,60693,59596,3092,7518,7122,5627,0,2741,"0"
"18361",70000,"2","3","1",47,0,0,0,0,0,0,70798,69923,66375,63639,64973,66391,2500,2350,2300,2360,2500,2300,"1"
"18362",120000,"2","3","1",42,-1,-1,-1,-1,-1,-1,2386,780,2158,6968,2552,626,1000,2826,5208.03380836871,2620,1000,26187,"0"
"18363",50000,"2","2","2",22,0,0,0,0,-1,0,50784,50670,50222,20013,39721,30526,2300,2000,1682,41803,1261,1200,"0"
"18364",420000,"1","3","1",59,0,0,0,0,0,0,24389,21232,24524,21318,21496,19704,1733,10026,1606,2006,707,1037,"0"
"18365",150000,"2","1","1",31,0,0,0,0,0,0,138121,145763,134887,105822,86341,88072,10001,6712,5500,3400,3201,3403,"0"
"18366",166701.872916456,"1","1","2",30,-1,2,2,-1,-1,-1,998,998,0,499,724,390,0,0,499,724,390,424,"0"
"18367",250000,"2","1","2",42,-1,-1,0,0,0,0,30471,39968,98808,78366,10668,390,39968,89000,10668,0,0,540,"0"
"18368",1e+05,"1","1","2",34,0,0,2,2,2,2,18185,24932,24246,26839,26109,27686,7100,0,3000,0,2000,0,"1"
"18369",40000,"2","1","2",24,0,0,0,0,2,0,35225,35939,36606,38687,37296,38181,1933,1600,3000,0,1500,1500,"1"
"18370",4e+05,"1","2","2",29,0,0,0,0,0,0,237425,242225,246475,252429,257510,262931,8600,8000,9000,8200,8500,8500,"1"
"18371",50000,"1","2","2",22,2,2,2,0,0,0,45614,50781,45429,28927,19896,19475,5991,41,1617,816,1003,1004,"0"
"18372",110000,"1","2","2",51,0,0,0,0,0,0,69564,51264,51584,49601,50485,50565,2500,1800,1800,2000,2000,2000,"0"
"18373",50000,"2","2","1",43,0,0,0,0,0,-2,30530,41460,21897,23404,0,0,2000,2000,2000,0,0,0,"0"
"18374",140000,"2","3","1",39,0,0,0,0,0,0,127896,131764,134654,138303,119845,122457,7500,6500,7500,5000,4700,5228,"0"
"18375",150000,"2","3","1",41,0,0,0,0,0,0,88818,90585,92485,94373,96245,98263,3241,3358,3427,3443,3567,3585,"1"
"18376",20000,"2","2","2",24,0,0,0,0,0,0,20073,19940,19441,18680,19071,19217,1319,1291,656,679,784,376,"0"
"18377",210000,"2","1","2",28,0,0,0,0,0,0,74235,74108,59594,51877,44293,38215,4000,5000,2000,2540,3000,3000,"0"
"18378",20000,"1","1","2",24,-2,-2,-2,-2,-2,-2,299,-1,-1,494,2284,490,0,0,495,2290,491,1695,"0"
"18379",50000,"2","2","2",29,2,2,2,0,0,2,5804,6855,6599,6577,7120,6857,1300,0,236,650,0,810,"1"
"18380",220000,"1","1","2",29,0,0,0,0,0,0,146022,145114,121369,100807,104432,107209,7000,5433,6000,5000,6000,5000,"0"
"18381",7e+05,"2","1","1",39,0,0,0,0,-2,-1,99259,102345,109636,326,2016,61707,5000,10000,5208.03380836871,2016,61707,17785,"0"
"18382",2e+05,"2","1","1",27,-2,-2,-2,-2,-2,-2,-3,-3,-3,360,0,0,0,0,363,0,0,0,"0"
"18383",120000,"2","1","2",27,0,0,0,0,0,0,79072,80795,82451,84177,85945,87813,3000,3000,3100,3122,3300,3060,"0"
"18384",150000,"2","1","2",32,0,0,0,0,0,0,83275,84220,77956,77682,52300,56223,3006,3000,2000,222,11170,5000,"0"
"18385",5e+05,"2","1","1",39,0,0,0,0,0,0,358020,360047,369045,382231,204593,211655,15000,15000,20000,10000,10000,10000,"0"
"18386",80000,"2","2","2",44,0,0,0,0,0,0,80610,81008,80725,50472,50340,42393,6502,4000,1889,2000,7700,9600,"0"
"18387",30000,"1","3","2",31,1,3,2,0,0,0,31405,30588,26860,21165,21281,22938,0,0,1646,762,2000,0,"1"
"18388",150000,"2","1","2",28,0,0,0,0,0,0,66296,48957.3671365772,39614,39863,26379,22081,3000,3005,5000,3000,5000,1000,"0"
"18389",3e+05,"1","1","1",35,-1,-1,-1,-1,-2,-2,1246,1217,338,0,0,0,1217,338,0,0,0,0,"0"
"18390",50000,"1","2","1",50,0,0,0,0,0,0,47721,48993,50280,18762,18290,19165,2037,2324,1000,1000,1165,1596,"0"
"18391",160000,"2","2","2",40,1,-1,-1,-1,-1,-1,51041.1217259652,372,46900.9004791929,3298,455,-325,372,0,3305,455,0,0,"0"
"18392",220000,"2","1","2",33,0,2,2,0,0,0,1379,1205,825,1783,1205,1205,705,325,1283,507,705,705,"0"
"18393",140000,"2","3","1",34,0,0,0,0,0,0,131138,133452,136194,137490,106322,104583,6300,7000,5421,4000,4000,4200,"0"
"18394",360000,"2","2","2",37,-1,-1,-1,-1,-1,-1,333,333,5043,333,0,333,333,5043,333,0,333,210,"1"
"18395",380000,"2","1","1",43,0,0,0,0,0,0,121868,114627,102551,101323,84087,86661,6000,5000,5000,4796.35716810584,5000,5000,"0"
"18396",170000,"2","3","1",36,0,0,0,0,0,0,85780,80568,79823,79335,79506,80252,2906,3002,3000,3000,3500,3000,"0"
"18397",50000,"1","1","2",38,-1,-1,-1,-1,-1,-1,390,770,580,1380,0,390,770,590,1400,0,390,390,"1"
"18398",30000,"1","2","2",26,2,2,2,2,2,2,200,200,200,200,200,200,0,0,0,0,0,5235.93435669562,"1"
"18399",40000,"2","1","2",30,0,0,0,2,0,0,18927,21295,25921,25209,26636,29197,3000,5000,0,2000,3000,0,"0"
"18400",50000,"2","1","2",24,-2,-2,-2,-2,-2,-2,780,0,580,-200,300,0,0,580,0,500,0,0,"0"
"18401",50000,"2","1","2",23,0,0,0,0,0,0,18975,19763,21081,21432,21933,22569,1400,1649,1000,1000,1000,1200,"0"
"18402",110000,"2","3","1",40,0,0,0,0,0,0,41629,42626,45666,84725,49757,46196,1688,3728,1726,1608,2169,1698,"0"
"18403",20000,"2","2","1",41,0,0,0,0,0,0,20441,20245,20070,20621,20347,20389,1700,1700,1600,700,710,1001,"0"
"18404",510000,"2","1","1",37,-1,-1,-1,-1,-1,-1,386,733,739,1939,739,2739,763,739,1939,739,2739,1110,"0"
"18405",20000,"1","1","2",23,1,-2,-2,-2,-2,-2,-348,-738,-738,-1518,-1518,-1518,0,0,0,0,0,0,"1"
"18406",180000,"2","1","1",30,0,0,0,0,0,2,149069,152317,156282,161163,172190,148963,7500,8000,9000,4796.35716810584,0,5500,"1"
"18407",160000,"2","2","2",42,2,2,0,0,0,0,152630,95758,97251,98010,99669,101664,0,4385,3639,3762,3800,3897,"1"
"18408",220000,"2","1","2",35,-1,-1,-1,-1,-1,-1,8304,11526,1270,0,1121,500,11526,1282,0,1121,500,0,"1"
"18409",50000,"1","2","1",56,0,0,0,0,0,0,46794,48957.3671365772,48062,43048.5446433073,18713,19456,1756,1982,2162,633,1007,627,"0"
"18410",20000,"2","2","2",37,0,0,0,0,0,0,6725,7843,10600,18660,7060,0,2000,3000,8060,0,0,0,"0"
"18411",2e+05,"1","1","1",52,-1,-1,-1,-1,-1,-1,2343,48957.3671365772,1443,1443,1443,1443,3943,1443,1443,1443,1443,1443,"0"
"18412",280000,"2","1","2",30,0,0,0,0,0,0,192045,195162,198105,202919,197380,201927,9300,9500,9509,7100,7800,8200,"0"
"18413",190000,"2","2","2",26,-1,-1,-1,-1,-1,-1,11613,10000,10000,10000,10000,10941,10000,10000,10000,4796.35716810584,10941,79027,"0"
